#ID,P1,P2,Result,,,
1,000B86o168ekp00FJkU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w08ae6z2bdnlunPa5lKSr8m3jeu7eFLPr,001kYeU01q4PamLgelampacUt01adCX017NSO0142PO01byQa2PjHPa2PmoMakwkmKamLkgfa7eG35a6vFhvj1ffXUO015EcO019G6w013Lsw016snw0199jw01bPfp01sLmakwmfvakwo8gr01ARF,P1Win,,1,0
2,000B86o168ekp00FJkU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w08ae6z2bdnlunPa5lKSr8m3jeu7eFLPr,000dYpX008kww004iCp00ql8alrPOPalrSvLj0VzuCa1rttXa1rwaX40dzOrw005TYwmJTYWwmJVRHwmJY1QOmJPX3OmJRzpOmJTbLOmJUN8OmJWpuOmJY1Qr00Mpy,P1Win,,1,0
3,000B86o168ekp00FJkU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w08ae6z2bdnlunPa5lKSr8m3jeu7eFLPr,000kYga1envTp00Ns0X008C9p00bODj1iBeiamjOKxw004jlw005UFw007gDw008S0w00adXw00byVw00cTUO006c4GgfptTa1eqcSamjRrqalw6avalw8QrO008ldO00aumO00cDv,P1Win,,1,0
4,000B86o168ekp00FJkU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w08ae6z2bdnlunPa5lKSr8m3jeu7eFLPr,000kXOp00Ay0p00zKmp00dHoamT7oQamTa5Ma2JT9Ka2JVPJX008Cjw004jvw005UPw007NAw009pWw00b2jw00cU5O004jvO006sCO008BLO00aKUO00cU5alrI2qalnlXUj19MIXr00Wp8,P1Win,,1,0
5,000B86o168ekp00FJkU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w08ae6z2bdnlunPa5lKSr8m3jeu7eFLPr,000dYEX008kww004iCj15nYE4pMbxna2JMr0a2JP7Xam26kar017z0w005TYw007wlw0098Hw00aK4w00cmqOhKYCjOigMWEOjhpClOjMdWGp00r94a9wBE6am2916OiLBi0,P1Win,,1,0
6,000B86o168ekp00FJkU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w08ae6z2bdnlunPa5lKSr8m3jeu7eFLPr,000gFEX00adxp00serp00wfNamKeS4amKhz0a2JR0Ma2JT9Yw006bn7ki4rb7kienR7kmEcS7kr66t7kmHXqw00848w009VSw00c62w00efb60hIXD600efbt008BLj1iBdY,P1Win,,1,0
8,000B86o168ekp00FJkU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w08ae6z2bdnlunPa5lKSr8m3jeu7eFLPr,001dLp80eirap01p58p01vvWp01ABtp01AlBp01ARmp01uqKamLfcSamLhSOp01AQPajvI1majvKHip01dcTp01lNAX01caVw0188vw01aOqw01dvmw01gciT018oBa6vQ5wa503ula507fwa3y2dyp01e1FO01ejxO01cHbO01b5O8loattGgggowjnHpIia6vY9k,P1Win,,1,0
7,000B86o168ekp00FJkU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w08ae6z2bdnlunPa5lKSr8m3jeu7eFLPr,000QImX00ECC600IDY600AAcw00AAcw00Ccxw00DNTw00Fqgw00H2Cw00IDYjnPGVha0J57wa0J7Nup010A7aphY2Mapi1IFp00Nd0ajvnP5ajvl99Gjvh7fp013MFr01e38a01hwHp01580r01AU5,P1Win,,1,0
9,000B86o168ekp00FJkU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w08ae6z2bdnlunPa5lKSr8m3jeu7eFLPr,001dfqU00ACzt016xMp01iR2p015o6p01zy6jodfWeanQq2Ea1sCXra1sFEnGggg8Uw01751a00AC2a00DiXp01a0eajvKI6ajvNp59kNsA3p01ARRp01xq6anQsIAq01rt5w01b6Tw01eRpX01b7rO01a2kO01cbtO01ekC,P1Win,,1,0
10,000B86o168ekp00FJkU01dHHap8WEPalARfhanGSs2ajVzN2U01uDu9f2NyEg01qBAgnQirEU00Vf8U00q4ua3gMzWamLh2wamKVlea3gxgwamKDREa3gfMWa3fF3CamKeS4gnPeprg00Rdeg019FNdkX4DWp01yFpooVxPfT01w08ae6z2bdnlunPa5lKSr8m3jeu7eFLPr,001hOtX01gump01pT4p01zxxp01ATMp01AUgp00L78r019Gnr01AP7jnUCXUp019Jfp01ikyp01qVqajvN90ajvPOVanUOMOamYAN0GggkrAw01cbyw01ekFw01gtOw01iCXw01kM8O01ekFO01fW2O01hyoO01jaKO01kM8,P1Win,,1,0
