#ID,P1,P2,Result,Result,,,
1,001e2NjnyBeoajvIhKajvKavajvM3gp015pNp01mSoT01ehua6w5AIp01ycPp01zgUp01A4tp01AR5ao0hcGNpmny0L00YNip01w4jajuAwQp004iCp004k5ao0evKp01APsp01AQlr014AMt01eQ9t01eQ9t01eQ9t01eQ9t01eQ9t01eQ9GjvwGQ8ngLQdalXtrf,000m7Jzd0k0gO00iTAp00A6Lj00w4ljnPr87400BXY4mKoDpa00AD1a00DjWp004ol39JOWyp00Trwp00THcp00TWPp00Udu800tUIa00O5ep00Ut9p00UINld0dxr7kdPNA7kzRwN7kdUDF7kzWmSg0v5mbg0vk8ON0dz6fvgfCs7,P1Win,P2Win,,2500,
2,001e2NjnyBeoajvIhKajvKavajvM3gp015pNp01mSoT01ehua6w5AIp01ycPp01zgUp01A4tp01AR5ao0hcGNpmny0L00YNip01w4jajuAwQp004iCp004k5ao0evKp01APsp01AQlr014AMt01eQ9t01eQ9t01eQ9t01eQ9t01eQ9t01eQ9GjvwGQ8ngLQdalXtrf,000wxsp012Hbp014iWp011mRp00vYajoCQ1NjpDzFJ41rQ51a00JYna00HinS00xkP91NIDR91NCJc9pqnw19pqhBk9kWeRm9kW9e39lASzl9lALQt9kAcBm9kA6X390IB3Ea00UN4p00Gc7r009a6,P1Win,P2Win,,65,0.691373191
3,001e2NjnyBeoajvIhKajvKavajvM3gp015pNp01mSoT01ehua6w5AIp01ycPp01zgUp01A4tp01AR5ao0hcGNpmny0L00YNip01w4jajuAwQp004iCp004k5ao0evKp01APsp01AQlr014AMt01eQ9t01eQ9t01eQ9t01eQ9t01eQ9t01eQ9GjvwGQ8ngLQdalXtrf,000AmAj00w3xjnPr7hX00jqNO00lzpO00iStO00gcxw00mDYw00lj1w00jGEw00i5iw00h0Ia00NgGa00LUGa00KjkajvbfQajv8yR4puW1bp01gGBp01f6xp01cHjp01aPIp00NLhp00xDH800EVQp01i1yr012vS,P1Win,P2Win,,,
4,001e2NjnyBeoajvIhKajvKavajvM3gp015pNp01mSoT01ehua6w5AIp01ycPp01zgUp01A4tp01AR5ao0hcGNpmny0L00YNip01w4jajuAwQp004iCp004k5ao0evKp01APsp01AQlr014AMt01eQ9t01eQ9t01eQ9t01eQ9t01eQ9t01eQ9GjvwGQ8ngLQdalXtrf,000iOMi3o9Eo400unSa1vY9qa1rBy8U00kbAa4TU6xg00krrao7XnrT00UXKa00W3ja3gaq5LjuC4D9kVHSY9lekRK9lvWQwxjQKegxk0A4cla710yr004zSa9JORH7kmArm7kmBw07kidQ77kieUF9kICaz9l1f9lj0IjPSa00n8np00UIw,P1Win,P2Win,,2441,
5,001e2NjnyBeoajvIhKajvKavajvM3gp015pNp01mSoT01ehua6w5AIp01ycPp01zgUp01A4tp01AR5ao0hcGNpmny0L00YNip01w4jajuAwQp004iCp004k5ao0evKp01APsp01AQlr014AMt01eQ9t01eQ9t01eQ9t01eQ9t01eQ9t01eQ9GjvwGQ8ngLQdalXtrf,000e077kvCn07kmNS77ke0oe7kvylc7kmJQj7kdVmqj2aqdlj00j5Ra00qCOa00nVQa00ihFa00fAFa0084Ga005nr4oLylq9kzL0e9kVMIr9lEQaR9kW3QX9lF7jo9kA28K9kVUMe9lEYeE9kzT41t00dbYp00HxGp00Fpgp00BUU,P1Win,P2Win,,74,0.676494676
6,001e2NjnyBeoajvIhKajvKavajvM3gp015pNp01mSoT01ehua6w5AIp01ycPp01zgUp01A4tp01AR5ao0hcGNpmny0L00YNip01w4jajuAwQp004iCp004k5ao0evKp01APsp01AQlr014AMt01eQ9t01eQ9t01eQ9t01eQ9t01eQ9t01eQ9GjvwGQ8ngLQdalXtrf,000vwpE2aFBXjocpBFj0mB0np00QKcp00SBRp00Usbp00WA6anPNaUp00ToQp00JJlp00A4bp00qo1anPKtYq00JLgO00BI8N0dAHB7nY4Bp7nY9HS7ng19Y7ng6gs7oQ1Ec7oPVxI9oLMUS9oLvbU9ntlDV9mK8wl9mKhV79mKs94p00gYer00cs8,P1Win,P2Win,,,
7,001e2NjnyBeoajvIhKajvKavajvM3gp015pNp01mSoT01ehua6w5AIp01ycPp01zgUp01A4tp01AR5ao0hcGNpmny0L00YNip01w4jajuAwQp004iCp004k5ao0evKp01APsp01AQlr014AMt01eQ9t01eQ9t01eQ9t01eQ9t01eQ9t01eQ9GjvwGQ8ngLQdalXtrf,000e3V7ph7Xl7oy4vU7nTpNV7n6WC47ph9zH7oy68h7nP2FQ7phbc47oy7JD7nP4id7n70PM7phcNq7oy9m07nP5Tz7phepM7oyaXm7nP7vV7n744v4oyjyyp01APfp01AQ1p01AQPp01ARBajvP3pajvRJla01xGxa01Anta00ncsa00pSq7kdIOm7kdM357kdPgN7kzKxz7kzNLi7kzR013nP6pYad05tCieS4stN091tOO00dwIp00FtDr01AOy,P1Win,P2Win,,,
8,001e2NjnyBeoajvIhKajvKavajvM3gp015pNp01mSoT01ehua6w5AIp01ycPp01zgUp01A4tp01AR5ao0hcGNpmny0L00YNip01w4jajuAwQp004iCp004k5ao0evKp01APsp01AQlr014AMt01eQ9t01eQ9t01eQ9t01eQ9t01eQ9t01eQ9GjvwGQ8ngLQdalXtrf,000dYWjjuPKX4nC35d421KBgX00dYGO00aKqO00efxO00hJEamFH5cGoYqpS4004ol4lJaCz9nsWTXimSEth9oU4NO90m9wkadMy9gagFPGAaoH942CoYqpSCoYqpSvpNpAS,P2Win,P1Win,,,
9,001e2NjnyBeoajvIhKajvKavajvM3gp015pNp01mSoT01ehua6w5AIp01ycPp01zgUp01A4tp01AR5ao0hcGNpmny0L00YNip01w4jajuAwQp004iCp004k5ao0evKp01APsp01AQlr014AMt01eQ9t01eQ9t01eQ9t01eQ9t01eQ9t01eQ9GjvwGQ8ngLQdalXtrf,000tD2a00Djna00Di4a00FaOa00H3Da00Fc8a00H4W4pddzf4pqpIs4pViS7E00CedE00vLoEouc0zj0IKfXjmKngQe00ABqe00naMgmKfd5g0mzDMg0mFznw00DjnwpDF7twphEJfwoUEm4,P2Win,P1Win,,,
10,001e2NjnyBeoajvIhKajvKavajvM3gp015pNp01mSoT01ehua6w5AIp01ycPp01zgUp01A4tp01AR5ao0hcGNpmny0L00YNip01w4jajuAwQp004iCp004k5ao0evKp01APsp01AQlr014AMt01eQ9t01eQ9t01eQ9t01eQ9t01eQ9t01eQ9GjvwGQ8ngLQdalXtrf,000e0sIpV2rmIpV2Y9I04NJTIpQCa86ph62DW0087rjoCG6hjmXaV6n005Ebn004zyn004jaJo7DeRn0057np01cUPEpUHj9p01coL,P1Win,P2Win,,,
