#ID,P1,P2,Result,Result,,,,,
60001,001eg7U00pNha00tP0a2aBulgmK8qCr00q4ua3gzWsU01fAsa3gsHLp01c7O7p9iAN9p51nna3gwbW9p4SQm9p4KMx9p9zg47p9kda7pdE7n7pdCv2p01AP4T01AOxp01APAa3CS5Na3CPoRp01x5HjmbT1SamKSEia01AOxa01y8B8dWQbq9fbpWP4oVork7eFzJJT00XWR9mfVcP7m2HXva3ggm0r01ARo,001dfqU00ACzt016xMp01iR2p015o6p01zy6jodfWeanQq2Ea1sCXra1sFEnGggg8Uw01751a00AC2a00DiXp01a0eajvKI6ajvNp59kNsA3p01ARRp01xq6anQsIAq01rt5w01b6Tw01eRpX01b7rO01a2kO01cbtO01ekC,P1Win,P1Win,,11,,,
60002,001eg7U00pNha00tP0a2aBulgmK8qCr00q4ua3gzWsU01fAsa3gsHLp01c7O7p9iAN9p51nna3gwbW9p4SQm9p4KMx9p9zg47p9kda7pdE7n7pdCv2p01AP4T01AOxp01APAa3CS5Na3CPoRp01x5HjmbT1SamKSEia01AOxa01y8B8dWQbq9fbpWP4oVork7eFzJJT00XWR9mfVcP7m2HXva3ggm0r01ARo,000i1ji2F4R0t006YSp00wvVanoTV1ang984a2aAGSa2aDnT4pHPOA9kVIqo9kRqnW9kN9XH9oU2F79pcLlT9pcTpH9005o29kRm6s90qKSS7kdKBo7kdNP77kdPHR7k9ntj7k9qH27k9szMj19MIWadQWlvp01APg9kvsqf1kRt4S,P1Win,P2Win,,0,0.366666667,,
60003,001eg7U00pNha00tP0a2aBulgmK8qCr00q4ua3gzWsU01fAsa3gsHLp01c7O7p9iAN9p51nna3gwbW9p4SQm9p4KMx9p9zg47p9kda7pdE7n7pdCv2p01AP4T01AOxp01APAa3CS5Na3CPoRp01x5HjmbT1SamKSEia01AOxa01y8B8dWQbq9fbpWP4oVork7eFzJJT00XWR9mfVcP7m2HXva3ggm0r01ARo,000iPot008CAp00HNsimjq40amof30amohJ39kVHST9kRoMC9kN6uj9kIMUX9pHu479pDerI9pyXPC7kihCb7kift37kie877kibXV7kdQNa7kdPsd7kdNj87kdL9J1nKKUd1nTvDDE1itauj19MJFzcUM7ip00sM1a0vmup415xpkp017N3r01ATGabLbJU,P2Win,P1Win,,,,,
60004,001eg7U00pNha00tP0a2aBulgmK8qCr00q4ua3gzWsU01fAsa3gsHLp01c7O7p9iAN9p51nna3gwbW9p4SQm9p4KMx9p9zg47p9kda7pdE7n7pdCv2p01AP4T01AOxp01APAa3CS5Na3CPoRp01x5HjmbT1SamKSEia01AOxa01y8B8dWQbq9fbpWP4oVork7eFzJJT00XWR9mfVcP7m2HXva3ggm0r01ARo,000uDNj1a3Qyp008kwp00i0G9l5vOR9l5AEW9l5Fv29l1lkh9l1qH99l1vxe9kWb65a0RwwQa0RzdO90uTvI90v50490vg1cp00J9N9ph32x9phjqxp01ARm7ke6Pt7ke8rP7kea4c7ke3BK7ke5e77ke6z57kiwo67kiy0s7kizBO7kitan7kiuLJanL8JVanLbqR,P1Win,P2Win,,11,,,
60005,001eg7U00pNha00tP0a2aBulgmK8qCr00q4ua3gzWsU01fAsa3gsHLp01c7O7p9iAN9p51nna3gwbW9p4SQm9p4KMx9p9zg47p9kda7pdE7n7pdCv2p01AP4T01AOxp01APAa3CS5Na3CPoRp01x5HjmbT1SamKSEia01AOxa01y8B8dWQbq9fbpWP4oVork7eFzJJT00XWR9mfVcP7m2HXva3ggm0r01ARo,000wMWj1a3Qyp008kwp00hJF9l5vORa3fWgBa3fYWzamKsA8amKvh47kig067kiipD7kifbUT01jSKa6ROfga6RQVca4lHhir01kr87kivzU7kiy0s7kismc7kiuLJ7kmUR97kmX1i7kmRDq7kmU3X7ke49xq00FV79l5zQL9l1f9e9l1jrw9l1ntq9l1szT9kW7Rm9kWbTgr00SAwa00RvpzcUUa6,P2Win,P1Win,,1,0.383333333,,0.375
60006,001eg7U00pNha00tP0a2aBulgmK8qCr00q4ua3gzWsU01fAsa3gsHLp01c7O7p9iAN9p51nna3gwbW9p4SQm9p4KMx9p9zg47p9kda7pdE7n7pdCv2p01AP4T01AOxp01APAa3CS5Na3CPoRp01x5HjmbT1SamKSEia01AOxa01y8B8dWQbq9fbpWP4oVork7eFzJJT00XWR9mfVcP7m2HXva3ggm0r01ARo,000uDNp008kwp00L2ba4l01Ha4l2HEanPz6JanPBMFp00gEIp00IlR9l5vOR9l5zjY9l5CO69l1h1Y9l1kw69l1p5U9kW32h9kRGvy9kRKh47kmMwW7kmO9j7kmPKF7kmRn27kmSYo7kioAG7kiqd37kirOp7kitqL7kiv387kdY347ke0Eq7ke2gM7ke3S97ke5uvT01AOxad1BUdLd0A29j1rFPk,P1Win,P2Win,,,,,
60007,001eg7U00pNha00tP0a2aBulgmK8qCr00q4ua3gzWsU01fAsa3gsHLp01c7O7p9iAN9p51nna3gwbW9p4SQm9p4KMx9p9zg47p9kda7pdE7n7pdCv2p01AP4T01AOxp01APAa3CS5Na3CPoRp01x5HjmbT1SamKSEia01AOxa01y8B8dWQbq9fbpWP4oVork7eFzJJT00XWR9mfVcP7m2HXva3ggm0r01ARo,000hKDU01yFoaiqVBm9p8eyrt007O4U00AxQae5JeGLfaRmILfaquRagldGsahkV0a8cW8kGp00Crc6008SMa5pQexa5pSUx400qml7p8n9R7pcOAb7phh1xp00OMGj0Vzvar00dtbafanyC7kicLX7kr5iH1kVS6h1kIISP9p8jVj9plCxh9plHU99plNhKp0100D,P2Win,P1Win,,,,,
60008,001eg7U00pNha00tP0a2aBulgmK8qCr00q4ua3gzWsU01fAsa3gsHLp01c7O7p9iAN9p51nna3gwbW9p4SQm9p4KMx9p9zg47p9kda7pdE7n7pdCv2p01AP4T01AOxp01APAa3CS5Na3CPoRp01x5HjmbT1SamKSEia01AOxa01y8B8dWQbq9fbpWP4oVork7eFzJJT00XWR9mfVcP7m2HXva3ggm0r01ARo,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01AOyr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjr01ATsj0ImgMajw7X3ajw5h7LgfltA,P2Win,P1Win,,,,,
60009,001eg7U00pNha00tP0a2aBulgmK8qCr00q4ua3gzWsU01fAsa3gsHLp01c7O7p9iAN9p51nna3gwbW9p4SQm9p4KMx9p9zg47p9kda7pdE7n7pdCv2p01AP4T01AOxp01APAa3CS5Na3CPoRp01x5HjmbT1SamKSEia01AOxa01y8B8dWQbq9fbpWP4oVork7eFzJJT00XWR9mfVcP7m2HXva3ggm0r01ARo,000iPHiobXqOp00svU8n7gSnamx4BMamx1o4a1w1zSaotJOj1nP7HE1nKLbU7kdNzP7kifcX7kmEdN7kihm67kdTupx5LF3vzd0bkn9l1cui9kVSnb9kW1Hq904yY9909cGIg3b1hulfapas415xpCj10Yg6E15fW1r00afTT00sL4,P2Win,P1Win,,,,,
60010,001eg7U00pNha00tP0a2aBulgmK8qCr00q4ua3gzWsU01fAsa3gsHLp01c7O7p9iAN9p51nna3gwbW9p4SQm9p4KMx9p9zg47p9kda7pdE7n7pdCv2p01AP4T01AOxp01APAa3CS5Na3CPoRp01x5HjmbT1SamKSEia01AOxa01y8B8dWQbq9fbpWP4oVork7eFzJJT00XWR9mfVcP7m2HXva3ggm0r01ARo,001bPzr012dI9pdFsu7p9gI3p01af49pdOktp01j73ajvGCuajvJjq4nufVb7p9ly87p9mmj7p9rco9pdwAx9pdzxH9pdCuW9pdIpO9pdLn99pdR1p9pdUeY9pdXcla8GexWT01AOxa8GdtYa6w5OD8pRLP78lkgAaa3gQlvp01Ailp01zL9a0eO3Ra16Djf8e2hNCp01w1Pp01zeWjmxUKcr01eQd,P2Win,P1Win,,,,,
