1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0.5,,Draw
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0.5,,Draw
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
0,0.5,,Draw
0,0.5,,Draw
1,0,,P2Win
0,0,,P1Win
0,0.5,,Draw
1,0,,P2Win
0,0,,P1Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
0,0.5,,Draw
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
0,0.5,,Draw
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
0,0.5,,Draw
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
0,0,,P1Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
1,0,,P2Win
0,0,,P1Win
0,0,,P1Win
0,0,,P1Win
0,0,,P1Win
0,0,,P1Win
