#ID,P1,P2,Result,,,,
1,000hgpT01dgD60ma7gN0Aos8a1sobQo0WGzSa1sHO7p01ASyamU9nDp01AP3p00g7Vok9reOt00ePXakVWHwalJndra2siPEg01cbwgp4Vl9god33RU00z0Fa2sqm5amTbupU00UuXp00Sj4a2sLzYa5Moapdljwuu801hi0,001jTFX01fR0T01xlGp015EGp01pNpj1BhHaaksdCFaksbJUaks9Raa9Lmp1a9Lel4wffMhJweSLTuwesn3cwdS9H1wdAykBw01jCmOjRQWiOkjgNAOkO58VOlftIPOknzTLvbqblP,P1Win,P2Win,,101,
2,000hgpT01dgD60ma7gN0Aos8a1sobQo0WGzSa1sHO7p01ASyamU9nDp01AP3p00g7Vok9reOt00ePXakVWHwalJndra2siPEg01cbwgp4Vl9god33RU00z0Fa2sqm5amTbupU00UuXp00Sj4a2sLzYa5Moapdljwuu801hi0,000kHTX008lKp00cmqj0ImgLwfWHW9wfrTBMwpHxhYwpHzaJwdVtBKa1NDOuGdDNVmp008mlakVPoMakVS5Ip00BT8amjUoDamjX5zp00zdVr01AQUr013Ata1NGvtOjHNGaOjhoOQOiPYXyOipA7gOhYbfX,P2Win,P1Win,,2,0.610778443
3,000hgpT01dgD60ma7gN0Aos8a1sobQo0WGzSa1sHO7p01ASyamU9nDp01AP3p00g7Vok9reOt00ePXakVWHwalJndra2siPEg01cbwgp4Vl9god33RU00z0Fa2sqm5amTbupU00UuXp00Sj4a2sLzYa5Moapdljwuu801hi0,000hK4X00dHsw009Fuw00bhQw00cTdw00evzw00g7Vw00hJiO009FuO00bhQO00cTdO00evzO00g7VO00hJij2ata9akA0uSakzWNWa3fIP5p00os8p00segr004jTr01ARo,P1Win,P2Win,,,
4,000hgpT01dgD60ma7gN0Aos8a1sobQo0WGzSa1sHO7p01ASyamU9nDp01AP3p00g7Vok9reOt00ePXakVWHwalJndra2siPEg01cbwgp4Vl9god33RU00z0Fa2sqm5amTbupU00UuXp00Sj4a2sLzYa5Moapdljwuu801hi0,000j7PimwEnTX008n9p00hdYakzRIpw0058Sw0071Dw008Tow00aM9O005W4O007yqO009aMO00aM9joccoUa2aEe2p00uFEGd0ehdaoUsd5p00vcUaoUuT1a2aGU2p00B6vp00pk9r004mr8004lTakzTBaakzVtU,P1Win,P2Win,,99,
5,000hgpT01dgD60ma7gN0Aos8a1sobQo0WGzSa1sHO7p01ASyamU9nDp01AP3p00g7Vok9reOt00ePXakVWHwalJndra2siPEg01cbwgp4Vl9god33RU00z0Fa2sqm5amTbupU00UuXp00Sj4a2sLzYa5Moapdljwuu801hi0,001na5X01agej2klbgp01mkBGhQuySp01AQAp01APlp01zMyOkwqQiOfXQ2EOgtEn0OgYsHlwfTlUlwfoxA0weSJfEwenUUjwdWw41anQq09anQsG7a3gNHja3gQolT019Hma5qziCa6vHacr01ACnr01AODajAitpajvVpT,P2Win,P1Win,,2,0.598802395
6,000hgpT01dgD60ma7gN0Aos8a1sobQo0WGzSa1sHO7p01ASyamU9nDp01AP3p00g7Vok9reOt00ePXakVWHwalJndra2siPEg01cbwgp4Vl9god33RU00z0Fa2sqm5amTbupU00UuXp00Sj4a2sLzYa5Moapdljwuu801hi0,001iQVwpvwaljnD0W1a16zAFp01vupp01yr8p01APKanQq0ganQsGcp01kbGajvU5aajvRoeGd1izSX01fCUOg7EwmOkJE5rOkePK6OjJ2pKwewIRewe6k0Vwdw7cxwd1j8AU004RRa2agyza2ajfv7k4RQ8,P1Win,P2Win,,,
7,000hgpT01dgD60ma7gN0Aos8a1sobQo0WGzSa1sHO7p01ASyamU9nDp01AP3p00g7Vok9reOt00ePXakVWHwalJndra2siPEg01cbwgp4Vl9god33RU00z0Fa2sqm5amTbupU00UuXp00Sj4a2sLzYa5Moapdljwuu801hi0,001dvXjnucuVX01b7uOjWbVPOffMTHOfKBvrOggq7bw9PicqwalaihwaQ2o8wblTtYw013Atp01yL7a16CAfa16Fhbp01zydanQq2LanQsIHajvJnhajvLg2ajvN8Op015qHp01dKJGgghKlp00K2lp01mmuq01zgGr00K38r01auT,P1Win,P2Win,,,
8,000hgpT01dgD60ma7gN0Aos8a1sobQo0WGzSa1sHO7p01ASyamU9nDp01AP3p00g7Vok9reOt00ePXakVWHwalJndra2siPEg01cbwgp4Vl9god33RU00z0Fa2sqm5amTbupU00UuXp00Sj4a2sLzYa5Moapdljwuu801hi0,001bTPX01e4OjodfWDajvNWeajvLgip01a0Kaozsq8OjebblOjIYvGOf2Adawapzj8wcmEtRp01syLG4lkKWp01pAEp01iRCp01ATGwbuIvEw05wDdaozv74p01AUgN0ewpCr0130wr01uEtT0188Va2KC0Va2KzjX,P1Win,P2Win,,,
9,000hgpT01dgD60ma7gN0Aos8a1sobQo0WGzSa1sHO7p01ASyamU9nDp01AP3p00g7Vok9reOt00ePXakVWHwalJndra2siPEg01cbwgp4Vl9god33RU00z0Fa2sqm5amTbupU00UuXp00Sj4a2sLzYa5Moapdljwuu801hi0,001bTFjnucv3X01bEhp01AUgp01ATIanQrV4anQpf8ajvKIkp017Qcp01gYzt012M4p01ASqp01s12G7NMHzw9Y7e6watYjWwaYQpNwbuIvEwc0ABwO86yQAOg7CqtOfBO68w05vifr00XbJr004ohabUT7UajvIPyajvHec,P1Win,P2Win,,,
10,000hgpT01dgD60ma7gN0Aos8a1sobQo0WGzSa1sHO7p01ASyamU9nDp01AP3p00g7Vok9reOt00ePXakVWHwalJndra2siPEg01cbwgp4Vl9god33RU00z0Fa2sqm5amTbupU00UuXp00Sj4a2sLzYa5Moapdljwuu801hi0,001dvXjnucuVt019eJOf70uoOfGdiMOggq7bwfbjkbweB6vMwe1SHowdrFT0p01yL7a1Khiea16Fhbp01zydanQq2LanQsIHajvJnhajvM4ep01f6CGgghKlp01Aldp016LFp015nQU00ACza2aNnQa2aKGUp01s1fp01nr4X01b7ur01AOxr00Bow,P1Win,P2Win,,,
