#ID,P1,P2,Result,Result,,,,,,
1,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000p0SamKiTXamKlATa00yWCajQJ9zj0qMLOX0085Lq00APep00Dfc6004jI600cnxw00cnxw00b2yw009GAw008lCw0070Ew005EGw004jIa01AzRU01AQNr01ARr,P1Win,P2Win,,78,,,77,
2,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000wyPjo3E2Ya00FqWa00I7Vp00FXyaoUDLTp00KMBp00NYvp00MElap4tkkp00xBvp00jDcX00dv2w00bllw00fnfO00b4WO00dKSO00grOt00nHYt00tBvt00nHqt00ehSt00ehe,P1Win,P2Win,,1,0.654166667,,1,0.645833333
3,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000nEzY004jaX009FY6005DAj0RaKbp00CXnamKlRiamKoyea3fOJAwoLeapwpUOh5wogpyFwnxnIBwevHdDO006Iat0085dp00BmxO009Fu7k4Yhs7k51aa7kii9f7kikio,P1Win,P2Win,,,,,,
4,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000m4Bj097k0X0086gO004kdO00co2w004kdw00co2N008m7m008m77kmwrD7kEb2G7kmzFg7kEeglp00BUQamKhQiamKkxdp00FW1a2aGTpp00LiYT007QPahkq9pp00f3mw008m7,P1Win,P2Win,,,,,,
5,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,001hxsj1OuYSa1Bwj0a3gKLH4piqdpamLiqsp01uHKp01zx5t01fEfajvIOSaks4h9aks6X5p01bRkp01lNTp01AB0r01AApa3gI5Gt01eQzt01eQzt01eQzt01eQzt01eQzt01eQzt01eQzt01eQzt01eQz,P1Win,P2Win,,,,,,
6,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000m5RG009G3ajuMh0q00rGsajuUkjp00jDUp00Dwgp012KNp01dKop00QFwp01jD2a01ehDt00hMGt00hMGt00hMGt00hMGt00hMGt00hMGt00hMGt00hMGt00hMGt00hMGa00IoEp00SAJp012Y1amKPr5a012dtanPLerp00H4eal1Hn6amKjdvr00cDV,P1Win,P2Win,,,,,,
7,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000tkFSogzhuo01e4Op00LjConpdK4T0119wp00qCCakA40NajvzXqp00QFHamGAYNambnz9ajuV9e8ntSVLLpQtAHLpQSAet00Ct3t00oeKt00oeKt00oeKt00oeKt00oeKt00oeKt00oeKp00yF5�@,P1Win,P2Win,,,,,,
8,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000dYpjlJpjut00r94p00AxPp00ypcp00w0cjnXVIhjmK2vXjoUcRfFmwJryylncPxr008lot004jxt008BJt00drAt004j7,P2Win,P1Win,,,,,,
9,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,0013zTjnPXmvj013iHt00V48t00V48t00V48t00V48t0146Jy00Xu0F015cPE00YOXEmKMizp01tnnajvxhnajvza8ajvB2Sp013xBp00Tpcp01cG1a01f90p01uHEp01w2Vp01xndr01m8B,P2Win,P1Win,,,,,,
10,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000hMzjmK5vLt005FKt005q3G008lfF004ADyiHbMPp00OgRq00p0Ip00H2op00Bnhp00CK9p00S1st00c95t00cpIt00fDwt00eyYt00gGRp00bzvaoUrWtaoUpgualSfaWa00uqh,P1Win,P2Win,,,,,,
11,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000nEHt006YDj0RaKd9liKpa9liOr49liSsX9kVULE9kVYNy9kW3Psp00CacT01hcOa54E0Pa54FSAa54HLla2wJWka2wMDjagfmgsr008BJan7ooGq00zKnld0iOX7kmEJx7kmFO77kr7aV7kr8fu7kvyBi7kvzFRg53wtvE1rcxrp01AOxp01zMyp01vfxr01wQ5,P1Win,P2Win,,,,,,
12,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000unvj1rCS0jplWGet00kaDr00gFxad0fl8amKsA8p00DMea1rObsa1rLuu7oLqgn7oLuih7kmMwWamKpTc7kmQyQ7kA2E27kA6FVxk53PBxk9ADA9oUeKg9oUmNN9oUuRB9l5JgN9l5Rkl9l60o99kvLLz9kvDHL9kvvEe,P2Win,P2Win,,,,,,
13,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,0015V3j1eYQdt00Q8OamL5ddamL2wh1kJpxh1kJsed1kJuU91l23R31l26xW1l29eS5mKTst5mKO5B5mKIHJ5mKDkR7kiOEQ7kiSGK7kAtwn7kAxyhO05fBHa1Os02a1Opj2q01iyxp01un6r01kqIa2fXhLE3xPCz9l6faM9l6kxE9l6pUw9l6vio9l6AFgaagoXb,P1Win,P2Win,,,,,,
14,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000uWrj0ICq1p00PS7a0II5d7kdIeUT01lfqa3gCnLr01lg2amKrgTamKtWQG004zW9l1sC3p01ASQp00Pmep00c9Dp00MpFp00jCWa6vOVK7kmyla7kmAdU7kvqQW7kvstj9liOu89la9467nXNXV7o3hdua6vR5TO0qJkAa6vTf3p01ATnO0qFz5NpQmlrg21AWOr004k6r01lQfamJSVj,P2Win,P1Win,,,,,,
15,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000jozj1iBfWt006L7t00dJ99nOVb69nP5zC9nPeYo900n9k900dJy9004l29oU2GH9oUiO2akr3H1amKk1aamKhkea1Ar9Bp00yasp00Dwvp00FVp7ki7Hj7kr1yO7ki8vu7kzUqw7kzVeHzdDOfQp00vue4noVQSp01kvqa4UVuWr01AC7g1W6Px,P1Win,P2Win,,,,,,
16,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000UMnjoHP3ha1sGJxp01jrzp01jH1a01hyha01kfdapieVhp00LCyajzTShajRzxYajzLy8p00Xbop019cHp01lyLa9JOX6t00S6QN09Fg39mY2pE9mTtgr9mTjQF9oHIBl9oHzcz9oLOxfEpDXW87oUMXG7oUPV17oUSSl7kiQ6x7kiT3R7kiW1c7kw5FP7kw8Da,P2Win,P1Win,,,,,,
17,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,000fVz7nsXgH7nt1uq7nt4I97oc1I87oc4VQ7oc8az7oU5ay7oU8oh7oUbC0jnkkwyp00tUI4oyqxDSoy53HakEkd6aiCUEKp00K2Mp00Kz1p00L6fp00LCtp00M9Ha00tUb815xJQld0aQS9oU1p39oUkdA9ng05p9nfGgRO00iTAg0uXDl,P1Win,P2Win,,,,,,
18,000iAhjoUfQzp00jTKakW1Xtp00tRIt00hfdt00fnqaiLYG5GjuMhdp00wxkr00vtt6pHyV0zdqBhKU01nUEamU36R9eSSSI9fTzjU7eFFEoal1vPNamT6Tf60hLHca2s2Xkp00qBhp01ASHT01wMDaaQjv8a2to9AdnlunH,001aPqjjAihta3gQrba3gNKfp01ADDa01ATuapiwWtp01AT49nQdqT9nPTCm9oUYN09oViBx7ngKPR7ngOkY7o4e2J7o4hwQ7oQJII7oQGeBt017lht01eR3p01AStp01rJQp01i4sajRP8KajRNwoajRLU2p018on4ozvnN7k5WKk7k60rg7k638c9mY2pE9mYbOq9mYlecahHgCz,P1Win,P2Win,,,,,,
